inTp,inHd,otmsuplyqy,acSlrdQy,cunt,ph,outTp,outWs,daysuplyqy,inCo2,ec,frtstGrupp,lefstalklt,frtstSetCo,pllnLt,flanGrupp,frtstCo,flanJnt,tcdmt,frmhsFclu,hvstGrupp,hvstJnt,grwtLt,fcluHg,lefLt,flwrCo,hvstCo,lefCunt,frtstJnt,lefBt,stemThck,frmAr,frmDov,outtrn_cumsum,WaterUsage,WaterCost,FertilizerUsage,FertilizerCost,CO2Usage,CO2Cost,MistUsageTime,Mist Cost,HeatingEnergyUsage_cumsum,frmDist,date
22.72976842987403,95.90593135175038,91.21748360392534,0.0,19.243877326937177,6.511386910443063,16.955328921364657,0.0,0.0,491.8838467618927,3.1620836743736755,5.320862572368133,0.0,0.0,0.0,5.9829684526044,15.305843734390535,0.0,0.0,6.595201473266698,0.8955938603621808,0.0,19.30675256875672,24.046769066449404,45.87152587185685,0.0,0.0,12.778851532702744,0.0,44.06008728115889,11.611436191896445,900,8.5,15486.886179289311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1186,2017-09-03
19.42924201490334,87.10017416750576,115.7288662266501,1484.9438985622767,9.989263830848248,5.389022967895685,5.076212016766565,0.0,0.0,565.1864259716338,2.952628795030778,6.667250814927823,0.0,0.0,0.0,7.390856586425693,18.746688755869105,0.0,0.0,8.005901229921065,1.1359013629762882,0.0,25.824938961071865,31.144471433033893,55.81858190381005,0.0,0.0,12.502393798463345,0.0,58.713667421543846,10.90842685376092,900,7.6,17048.95338662948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1205,2018-12-09
18.9220287896441,87.75176144527,114.5285950020389,1498.8765382484592,10.644566300970924,5.380661014113552,5.306286506678414,0.0,0.0,576.6837411211017,3.0123775987653,6.9674309659099105,0.0,0.0,0.0,7.430592613090404,18.586497178390967,0.0,0.0,7.829913806335465,1.0879886555650498,0.0,26.249833762139378,30.60163350487466,58.48001832603394,0.0,0.0,12.513395286147654,0.0,58.611157762093974,11.053169115594796,900,7.6,16609.001645124627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1218,2018-12-09
18.831678578631042,86.66905229332703,115.91751550407386,1440.801665199819,10.565788799893806,5.443440133524604,4.962026177678746,0.0,0.0,569.5270714790674,2.9406880933538195,6.809044722007603,0.0,0.0,0.0,7.182111985438526,18.905265953294883,0.0,0.0,8.002886503749512,1.091521156458794,0.0,25.445479349059685,30.74648685929509,57.60528928775876,0.0,0.0,12.305966258462519,0.0,57.41564334523748,11.13020707911592,900,7.6,17739.887396757334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1232,2018-12-09
21.98405551851497,100.83204369362237,163.95709445107678,1525.8246688838547,13.221379935814584,6.28312946586697,13.317296946622536,1.9953911071452848,0.0,611.4849978454583,3.2910664968499166,7.38358744194296,0.0,0.0,0.0,7.843109337536936,17.33037435561796,0.0,0.0,8.451997804198825,1.9946881910233198,0.0,22.930705074122812,30.486674382075844,55.90270769321817,0.0,0.0,13.521703770645518,0.0,50.98625687241577,13.389774380361581,800,8.4,20771.7299716466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1466,2018-09-16
21.962775672914727,99.51866379017915,88.49360287748128,0.0,18.639781269852993,6.432044332104855,17.07706812611899,0.0,0.0,485.9070622170583,3.205435546341802,5.565874017139761,0.0,0.0,0.0,6.040606374466114,15.729083739127239,0.0,0.0,6.682032727912299,0.8966427116711194,0.0,19.350041946274565,25.11992736770907,42.90280774969102,0.0,0.0,13.206649358159936,0.0,42.704645042234674,10.792247416656584,900,8.5,15219.352017289331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1490,2017-09-03
21.149070157446268,100.2245728036718,87.99236830096869,977.4566361689242,13.208581460292084,6.399788934597638,8.079724309184265,1.529710803477744,0.0,510.0711148884209,3.3681529907845653,5.617422191840204,0.0,0.0,0.0,5.9206690237146,13.875369956811648,0.0,0.0,6.723209016688871,1.8335402683950497,0.0,9.603714606554677,19.49121121975996,0.0,0.0,0.0,9.935124651280033,0.0,0.0,8.263078878507704,800,9.4,13547.881672894162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1554,2017-09-24
18.938888891191844,89.74938905616168,114.36932699277784,1500.6135107592338,10.313911823843117,5.48171597727358,5.3426037272945015,0.0,0.0,554.9057488944882,3.005507525561394,6.780192282014703,0.0,0.0,0.0,7.443300941888168,18.647372266281074,0.0,0.0,8.072791726741462,1.1897411935443043,0.0,25.948324835499854,31.447587794185658,55.77651974706412,0.0,0.0,12.385904355018136,0.0,57.569028186267055,11.380236584863171,900,7.6,17117.925825689592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1644,2018-12-09
22.300941537788205,98.1781795440469,90.62697702808468,0.0,18.63905463722079,6.471097499089133,16.45370001352863,0.0,0.0,499.3267045627898,3.1502518388215544,5.378151385977973,0.0,0.0,0.0,5.943562877051325,15.492976598667445,0.0,0.0,6.499260906512823,0.8806662118915891,0.0,19.598837012011277,23.657721585120562,43.75896870329066,0.0,0.0,13.06229534957862,0.0,41.89489861039428,11.53575076293024,900,8.5,14069.221138374693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1645,2017-09-03
25.991746240041007,95.96460737475357,0.0,1998.4468166963563,0.0,0.0,24.341933815070913,0.0,0.0,491.9094695385112,0.0,4.715864772815315,0.0,0.0,0.0,5.223768977178947,11.289469629159392,0.0,0.0,5.760081625056416,0.0,0.0,13.546734057927821,10.158067078618602,24.25711278457103,0.0,0.0,9.491519037756387,0.0,21.66494935923651,5.4246299275340055,1300,8.8,7087.382455221013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1673,2017-07-09
26.508804140772106,94.8384957324279,0.0,1927.138474629857,0.0,0.0,24.42659525725655,0.0,0.0,473.65270617789446,0.0,4.916971300895909,0.0,0.0,0.0,5.030619658477722,11.498726158164478,0.0,0.0,5.480363252780231,0.0,0.0,13.428087884559536,11.01880638567232,23.4715410760751,0.0,0.0,10.224182892844865,0.0,23.21037878691376,5.435915299770237,1300,8.8,7741.744591956231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1757,2017-07-09
